1463,1.463,0,0,25.583028316497803
344,0.344,1,1,21.0409574508667
1427,1.427,0,0,25.59178853034973
849,0.849,0,1,23.066060304641724
692,0.692,0,1,22.509117364883423
1562,1.562,0,0,25.929214477539062
537,0.537,0,1,21.67244005203247
1879,1.879,0,0,27.216492414474487
1636,1.636,0,0,27.79929828643799
1580,1.58,0,0,25.903252601623535
1653,1.653,0,0,26.214950561523438
1209,1.209,0,1,24.370048761367798
1866,1.866,0,0,27.090288877487183
940,0.94,0,1,23.256142616271973
156,0.156,1,1,20.09551978111267
146,0.146,1,1,20.017144918441772
686,0.686,0,1,22.418106079101562
1514,1.514,0,0,25.76260495185852
705,0.705,0,1,22.49769687652588
1265,1.265,0,0,24.652374744415283
1728,1.728,0,0,26.35664463043213
1092,1.092,0,0,23.95987606048584
1232,1.232,0,1,24.61289143562317
1483,1.483,0,0,25.52412223815918
1737,1.737,0,0,26.382842779159546
1134,1.134,0,1,23.96759867668152
1123,1.123,0,0,23.92786407470703
1354,1.354,0,0,25.141289710998535
289,0.289,1,1,20.525184631347656
775,0.775,0,1,22.62226176261902
1821,1.821,0,0,26.63829517364502
1752,1.752,0,0,26.410068035125732
1607,1.607,0,0,25.84541153907776
644,0.644,0,1,23.4123694896698
927,0.927,0,1,23.332149267196655
480,0.48,0,1,21.353800058364868
748,0.748,0,1,22.5140221118927
458,0.458,1,1,21.25973415374756
1008,1.008,0,1,23.549715518951416
1502,1.502,0,0,25.75455117225647
663,0.663,0,1,22.394410133361816
776,0.776,0,1,22.69953417778015
1358,1.358,0,0,24.99205470085144
810,0.81,0,1,22.81354284286499
1537,1.537,0,0,25.920933723449707
1351,1.351,0,0,25.05348014831543
1825,1.825,0,0,26.938758373260498
1873,1.873,0,0,27.238853931427002
980,0.98,0,1,23.45371127128601
639,0.639,0,1,22.173094749450684
1256,1.256,0,0,24.60595679283142
1437,1.437,0,0,25.32849431037903
276,0.276,1,1,20.519092798233032
895,0.895,0,1,23.101635456085205
1183,1.183,0,1,24.28118872642517
1190,1.19,0,0,24.35827088356018
693,0.693,0,1,22.168020248413086
1208,1.208,0,0,24.430285215377808
1104,1.104,0,1,24.69066834449768
107,0.107,1,1,20.44759440422058
259,0.259,1,1,20.506596326828003
834,0.834,0,1,22.791924715042114
185,0.185,1,1,20.137940883636475
319,0.319,1,1,20.825799703598022
453,0.453,1,1,21.156886339187622
338,0.338,1,1,20.805601596832275
